job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
8542,435,Data Analyst,Power BI Data Analyst,"Jefferson City, MO",via BeBee,Full-time,False,"Illinois, United States",2023-11-28 17:01:57,False,False,United States,,,
8566,436,Senior Data Engineer,Senior Data Engineers,"Hamburg, Germany",via BeBee,Full-time,False,Germany,2023-11-28 17:20:57,False,False,Germany,,,
8587,437,Senior Data Engineer,Senior Data Engineer,"Austin, TX",via LinkedIn,Full-time,False,"New York, United States",2023-02-21 17:27:41,False,False,United States,,,
8618,327,Cloud Engineer,Cloud Engineer (Data & Analytics),"Englewood Cliffs, NJ",via SmartRecruiters Job Search,Full-time,False,Sudan,2023-03-08 17:51:33,False,True,Sudan,,,
8642,311,Senior Data Engineer,"Senior Data Engineer - Azure, PowerBI, SQL, Python","London, UK",via WJHL Jobs,Full-time,False,United Kingdom,2023-06-28 18:01:09,True,False,United Kingdom,,,
8645,440,Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,True,"Illinois, United States",2023-07-28 17:08:14,False,True,United States,,,
8659,441,Data Engineer,Data Engineer( Спортмастер ),"Moscow, Russia",via BeBee Россия,Full-time,False,Russia,2023-09-10 17:25:32,True,False,Russia,,,
8715,442,Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,True,Georgia,2023-09-29 17:43:14,False,False,United States,,,
8752,157,Data Engineer,Dev10 Entry Level Data Engineer - Nationwide,"Miami, FL",via Monster,Full-time,False,Sudan,2023-03-20 17:49:21,False,True,Sudan,,,
8757,444,Data Analyst,Data Analytics Intern,Singapore,via BeBee Singapore,Internship,False,Singapore,2023-12-13 18:12:05,False,False,Singapore,,,
8765,445,Data Scientist,Data Scientist Jobs,Virginia,via Clearance Jobs,Full-time,False,"New York, United States",2023-06-05 17:03:21,False,False,United States,,,
8769,446,Data Scientist,Data Scientist II,"Overland Park, KS",via BeBee,Full-time,False,Sudan,2023-10-15 17:50:51,False,False,Sudan,,,
8771,447,Data Engineer,"Experienced Data Engineer(Small, fun, collaborative team)🤓...",Anywhere,via LinkedIn,Full-time,True,"Illinois, United States",2023-06-21 17:10:09,False,True,United States,,,
8779,154,Data Engineer,Sr. Lead Data Engineer,"Philadelphia, PA",via FOX 5 San Diego Jobs,Full-time,False,Sudan,2023-04-25 17:37:49,False,True,Sudan,,,
8898,66,Senior Data Analyst,"Data Analytics Senior Analyst, AVP- Tampa, FL","Elmhurst, IL",via BeBee,Full-time,False,"Illinois, United States",2023-08-24 17:03:07,False,False,United States,,,
8903,450,Data Engineer,Data Engineer,"Boxmeer, Netherlands",via LinkedIn,Full-time,False,Netherlands,2023-04-05 17:24:34,False,False,Netherlands,,,
8958,451,Data Engineer,Data Engineer,"New Orleans, LA",via Indeed,Full-time,False,"California, United States",2023-08-30 17:08:49,False,False,United States,,,
8962,123,Data Engineer,1412967 - Data Engineer,"Raleigh, NC",via LinkedIn,Full-time,False,"Illinois, United States",2023-12-15 17:07:37,False,False,United States,year,155000.0,
8974,453,Data Engineer,Data Engineer - Now Hiring,"Philadelphia, PA",via Snagajob,Full-time,False,"Texas, United States",2023-08-17 17:09:28,True,False,United States,,,
8989,454,Data Scientist,Associate Data Scientist II,"Broomfield, CO",via LinkedIn,Full-time,False,"Texas, United States",2023-10-19 17:24:53,False,True,United States,,,
9004,455,Data Analyst,Data Analyst,"Oslo, Norway",via Indeed,Full-time,False,Norway,2023-01-11 17:33:01,False,False,Norway,,,
9025,456,Software Engineer,Senior Frontend Engineer,"Bogotá, Bogota, Colombia",via Trabajo.org,Full-time,False,Colombia,2023-02-23 17:39:26,True,False,Colombia,,,
9092,457,Data Scientist,Data Scientist Level III,"Cincinnati, OH",via Lensa,Full-time,False,"Illinois, United States",2023-07-28 17:04:20,False,False,United States,,,
9141,458,Data Engineer,Data Science Engineer 3-1,"Chennai, Tamil Nadu, India",via LinkedIn,Full-time,False,India,2023-05-24 17:09:52,False,False,India,,,
9154,74,Data Analyst,Associate Site Analytics Manager (home-based or hybrid),"Ig, Slovenia",via LinkedIn,Full-time,False,Slovenia,2023-12-18 17:08:48,False,False,Slovenia,,,
9193,460,Software Engineer,Backend Engineer,"Nairobi, Kenya",via BeBee Kenya,Full-time,False,Kenya,2023-02-13 17:59:50,False,False,Kenya,,,
9198,461,Software Engineer,Senior Software Engineer,"Rovereto, Autonomous Province of Trento, Italy",via Lavoro Trabajo.org,Full-time,False,Italy,2023-04-24 17:19:46,True,False,Italy,,,
9219,462,Data Analyst,Data Analyst / Data Scientist / Data Engineer - Clearance Requir Jobs,"Arlington, VA",via Clearance Jobs,Full-time,False,Georgia,2023-07-05 17:38:54,False,False,United States,,,
9240,463,Data Analyst,Data Analyst III (Healthcare Analytics),"Tallahassee, FL",via My ArkLaMiss Jobs,Full-time,False,Georgia,2023-02-18 17:29:23,False,True,United States,,,
9257,464,Data Scientist,AGM - Data Scientist,"Mumbai, Maharashtra, India",via LinkedIn,Full-time,False,India,2023-03-27 17:21:54,False,False,India,,,
9262,465,Data Scientist,Data Scientist,Singapore,via BeBee Singapore,Contractor,False,Singapore,2023-03-28 18:08:43,False,False,Singapore,,,
9359,466,Data Scientist,Data Scientist - Now Hiring,"Laurel, MD",via Snagajob,Full-time,False,Georgia,2023-05-15 18:26:33,False,True,United States,,,
9367,467,Business Analyst,Assistant Manager Business Analyst - Bangalore,India,via Indeed,Full-time,False,India,2023-04-28 17:13:25,False,False,India,,,
9403,468,Data Analyst,Data Analyst,"Miami, FL",via Trabajo.org,Full-time,False,"Florida, United States",2023-01-21 17:06:10,False,True,United States,,,
9412,469,Data Scientist,Data scientist H/F,"Créteil, France",via Indeed,Full-time,False,France,2023-06-02 17:39:28,False,False,France,,,
9435,74,Data Scientist,Data Scientist 1,"Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2023-12-13 17:13:13,False,False,India,,,
9440,471,Data Engineer,Sr Data Engineer (On-site),"Greenville, SC",via LinkedIn,Full-time,False,"Texas, United States",2023-05-09 17:23:09,False,True,United States,,,
9444,472,Software Engineer,Product Manager,"Utrecht, Netherlands",via BeBee Nederland,Full-time,False,Netherlands,2023-03-01 17:30:32,False,False,Netherlands,,,
9503,473,Data Scientist,Data Scientist,"Darmstadt, Germany",via LinkedIn,Full-time,False,Germany,2023-02-28 17:20:28,False,False,Germany,,,
9558,474,Data Engineer,Data Engineer,"Dallas, TX",via LinkedIn,Full-time,False,Sudan,2023-04-17 17:36:59,False,False,Sudan,,,
9642,475,Data Engineer,Data Engineer  (Solutions Architect),Norway,via Experis,Contractor,False,Norway,2023-08-09 18:12:39,False,False,Norway,,,
9654,476,Senior Data Analyst,Analytics Engineer Sr - Remote,"Springfield, IL",via Nexxt,Full-time,False,"Illinois, United States",2023-06-24 17:03:51,False,True,United States,,,
9688,477,Data Analyst,Data Analyst,"Seville, Spain",via BeBee,Full-time,False,Spain,2023-11-03 17:21:58,True,False,Spain,,,
9715,152,Senior Data Engineer,Senior Data Engineer,"Los Angeles, CA",via Adzuna,Full-time,False,"New York, United States",2023-01-01 17:06:41,False,True,United States,year,137150.0,
9735,479,Data Scientist,"Head, Data Decision Science","Johannesburg, South Africa",via Ai-Jobs.net,Full-time,False,South Africa,2023-01-28 17:45:41,False,False,South Africa,year,69300.0,
9777,480,Senior Data Engineer,Senior Data Engineer - Now Hiring,Anywhere,via Snagajob,Full-time,True,Georgia,2023-08-12 17:56:28,False,True,United States,hour,,67.37999725341797
9801,481,Data Analyst,Interesting Job Opportunity: Manager - Data Analytics - IIT/IIM,India,via LinkedIn,Full-time,False,India,2023-08-06 17:46:55,False,False,India,,,
9807,482,Data Analyst,Customer Data and Targetting Manager,"Paris, France",via BeBee,Full-time,False,France,2023-04-15 17:19:10,False,False,France,,,
9844,483,Data Analyst,Data Quality Analyst Internship,Italy,via Trabajo. Org,Full-time and Internship,False,Italy,2023-10-04 17:13:42,False,False,Italy,,,
9854,484,Data Engineer,Data Engineer I,"St Paul, MN",via LinkedIn,Full-time,False,Georgia,2023-06-04 18:21:13,False,True,United States,,,
9856,485,Data Scientist,Data Scientist- Bioinformatics - ITDI,"Lubbock, TX",via Snagajob,Full-time,False,Sudan,2023-07-31 18:18:55,False,False,Sudan,,,
9883,486,Data Analyst,Analytics Intern,Singapore,via LinkedIn,Full-time,False,Singapore,2023-05-10 17:33:52,False,False,Singapore,,,
9920,487,Data Engineer,Project Data Engineer,"Cincinnati, OH",via LinkedIn,Full-time,False,"Florida, United States",2023-12-14 17:08:56,False,False,United States,,,
9966,488,Data Engineer,Senior Data Engineer Jobs,"Bethesda, MD",via Clearance Jobs,Full-time,False,"Florida, United States",2023-04-22 17:08:14,False,False,United States,,,
9971,489,Software Engineer,Senior Software Engineer - Frontend,"Thiruvananthapuram, Kerala, India",via ThoughtSpot,Full-time,False,India,2023-02-24 17:35:05,True,False,India,,,
10022,490,Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Full-time,False,Singapore,2023-12-13 18:12:30,False,False,Singapore,,,
10031,491,Data Analyst,Process and Data Analyst,India,via SimplyHired,Full-time,False,India,2023-08-08 17:12:23,False,False,India,,,
10041,492,Senior Data Engineer,Senior Data Engineer,"Milwaukee, WI",via LinkedIn,Full-time,False,"Florida, United States",2023-11-18 17:07:32,True,True,United States,,,
10096,217,Senior Data Analyst,"Senior Data Analyst Stockholm, Sverige Data Analytics","Stockholm, Sweden",via Trabajo.org,Full-time,False,Sweden,2023-02-12 17:41:45,True,False,Sweden,,,
10099,494,Data Scientist,"Data Scientist, Staff","Aurora, CO",via Trabajo.org,Full-time,False,Sudan,2023-02-02 18:04:47,False,True,Sudan,,,
10121,495,Data Engineer,Staff Software Engineer - Data Engineer (Azure Data Factory),"Rancho Cordova, CA",via Snagajob,Full-time,False,Sudan,2023-07-31 18:20:30,False,True,Sudan,,,
10128,496,Data Engineer,Regulatory Reporting Data Engineer,Anywhere,via Dice,Contractor,True,"Texas, United States",2023-01-05 17:29:27,True,False,United States,hour,,70.22000122070312
10133,497,Data Scientist,Data Scientist 1,"Columbia, SC",via Nexxt,Full-time,False,"Florida, United States",2023-11-04 17:25:16,False,False,United States,,,
10135,498,Data Engineer,Data Engineer,"San Jose, CA",via LinkedIn,Full-time,False,"Florida, United States",2023-01-25 17:26:09,False,False,United States,,,
10189,499,Data Engineer,Développeur Data solutions H/F,Luxembourg,via BeBee,Full-time,False,Luxembourg,2023-03-06 18:50:05,True,False,Luxembourg,,,
10190,500,Data Engineer,Ingénieur(e) Data,"Toulon, France",via Emplois Trabajo.org,Full-time,False,France,2023-12-21 17:42:04,False,False,France,,,
10197,501,Business Analyst,"Senior Business Analyst (Chicago, IL)","Chicago, IL",via Built In Chicago,Full-time,False,"Illinois, United States",2023-01-14 17:02:23,False,True,United States,,,
10204,502,Senior Data Scientist,Senior Data Scientist,"Chicago, IL",via BeBee,Full-time,False,"Illinois, United States",2023-05-24 17:03:56,False,False,United States,,,
10210,503,Data Engineer,Big Data Engineer,"Wrocław, Poland",via Trabajo.org,Full-time,False,Poland,2023-03-01 17:21:58,True,False,Poland,,,
10212,504,Business Analyst,Business Analyst,Hong Kong,via BeBee 香港,Full-time,False,Hong Kong,2023-04-21 17:52:03,False,False,Hong Kong,,,
10216,53,Senior Data Engineer,Data Engineer Senior,"Plano, TX",via LinkedIn,Full-time,False,"Texas, United States",2023-02-15 17:09:59,False,True,United States,,,
10235,66,Senior Data Analyst,"SVP, NAM Data Strategy Lead (Data Analytics Senior Lead Analyst...","Jacksonville, FL",via PIX11 Jobs,Full-time,False,Georgia,2023-06-19 17:43:46,False,False,United States,year,188675.0,
10259,507,Senior Data Analyst,Senior Data Science Analyst,"Fort Lauderdale, FL",via Trabajo.org,Full-time,False,"Florida, United States",2023-06-17 17:02:13,False,False,United States,,,
10276,121,Data Engineer,Data Engineer,"São Paulo, State of São Paulo, Brazil",via LinkedIn,Full-time,False,Brazil,2023-08-17 17:17:26,True,False,Brazil,,,
10279,509,Data Analyst,Financial Data  Analyst,"Boston, MA",via Nexxt,Full-time,False,"New York, United States",2023-07-08 17:00:13,False,True,United States,,,
10300,510,Data Analyst,Lead DataOps Analyst,India,via LinkedIn,Full-time,False,India,2023-11-24 17:10:30,False,False,India,,,
10339,511,Data Scientist,Data Scientist,"Belfast, UK",via LinkedIn,Full-time,False,United Kingdom,2023-11-28 17:17:15,False,False,United Kingdom,,,
10352,512,Data Engineer,Data Engineer,"San José Province, San José, Costa Rica",via BeBee Costa Rica,Full-time,False,Costa Rica,2023-07-06 17:36:43,False,False,Costa Rica,,,
10361,162,Data Scientist,Data Scientist,"Leeds, UK",via LinkedIn,Full-time,False,United Kingdom,2023-08-19 17:14:59,False,False,United Kingdom,,,
10393,514,Data Analyst,HR Project Data Analyst,Hong Kong,via Trabajo.org,Full-time,False,Hong Kong,2023-06-06 17:13:19,True,False,Hong Kong,,,
10402,515,Data Scientist,NLP Data Scientist,"Chennai, Tamil Nadu, India",via Indeed,Full-time,False,India,2023-05-03 17:38:17,False,False,India,,,
10436,212,Data Engineer,Lead Big Data Engineer,"Hyderabad, Telangana, India",via LinkedIn,Full-time,False,India,2023-09-14 17:11:52,False,False,India,,,
10453,517,Data Engineer,Lead Data Engineer (Hybrid),"Oak Brook, IL",via Snagajob,Full-time,False,Sudan,2023-06-27 18:47:41,False,False,Sudan,,,
10467,518,Machine Learning Engineer,Machine Learning Platform,"Porto, Portugal",via Empregos Trabajo.org,Full-time,False,Portugal,2023-08-12 17:25:45,False,False,Portugal,,,
10481,250,Senior Data Analyst,Senior Data Analyst,"Indianapolis, IN",via ZipRecruiter,Full-time,False,"Illinois, United States",2023-03-11 17:03:35,False,True,United States,,,
10486,520,Data Analyst,Insights and Reporting Analyst,"Warsaw, Poland",via Praca Trabajo.org,Full-time,False,Poland,2023-08-12 17:24:28,True,False,Poland,,,
10490,427,Data Scientist,Data Scientist,United Arab Emirates,via BeBee,Full-time,False,United Arab Emirates,2023-03-26 17:33:24,False,False,United Arab Emirates,,,
10549,522,Data Analyst,DATA  ANALYST ENVIRONNEMENT ECOMOBILITE ET PRECARITE ENERGETIQUE (H/F),"Nantes, France",via LinkedIn,Full-time,False,France,2023-06-27 17:49:40,False,False,France,,,
10588,523,Data Scientist,Data Scientist,"England, UK",via Jora UK,Full-time,False,United Kingdom,2023-12-07 17:33:31,False,False,United Kingdom,,,
10604,524,Business Analyst,QA Engineer,"Moscow, Russia",via BeBee Россия,Full-time,False,Russia,2023-08-16 18:04:10,True,False,Russia,,,
10654,525,Data Engineer,Data Engineer (Cloud)-US,Anywhere,via ZipRecruiter,Full-time,True,"New York, United States",2023-02-07 17:05:50,True,False,United States,,,
10659,526,Data Analyst,Data Analyst Intern,Anywhere,via LinkedIn,Internship,True,"New York, United States",2023-05-30 17:00:22,False,False,United States,,,
10716,162,Data Engineer,Data Engineer - FinTech Startup,Anywhere,via LinkedIn,Full-time,True,United Kingdom,2023-12-04 17:14:46,True,False,United Kingdom,,,
10718,528,Data Analyst,Data Analyst,Singapore,via Indeed,Full-time,False,Singapore,2023-02-10 18:25:42,False,False,Singapore,,,
10746,529,Data Engineer,Data Engineer,"Leiden, Netherlands",via Your Basin Jobs,Full-time,False,Netherlands,2023-07-15 17:14:02,True,False,Netherlands,,,
10781,530,Data Scientist,Contrat d'alternance - Data Scientist,"Illkirch-Graffenstaden, France",via Indeed,Full-time,False,France,2023-06-15 17:37:47,False,False,France,,,
10842,531,Data Engineer,Big Data Engineer,"Altamonte Springs, FL",via KSNT Jobs,Full-time,False,Sudan,2023-03-01 17:38:24,False,False,Sudan,,,
10850,532,Machine Learning Engineer,Machine Learning Engineer,"Málaga, Spain",via BeBee,Full-time,False,Spain,2023-09-06 17:31:04,False,False,Spain,,,
10870,533,Data Analyst,STAGE - Assistant(e) Data Analyst Supply Chain (H/F) - Courbevoie (92),"Courbevoie, France",via BeBee,Internship,False,France,2023-09-20 17:25:34,False,False,France,,,
10877,251,Data Engineer,BI Data Engineer (m/w) 80 - 100%,"Bern, Switzerland",via WJHL Jobs,Full-time,False,Switzerland,2023-07-19 17:39:05,True,False,Switzerland,,,
10892,535,Data Analyst,SALES OPERATIONS DATA ANALYST,"Taguig, Metro Manila, Philippines",via Jora,Full-time,False,Philippines,2023-06-08 17:33:29,False,False,Philippines,,,
10900,536,Data Scientist,Head of Data Science and Advanced Analytics,"New York, NY",via Hydrogen Group,Full-time,False,"New York, United States",2023-03-02 17:04:05,False,True,United States,,,
10909,537,Senior Data Analyst,"Senior Finance Data Analyst, FP&A","Budapest, Hungary",via LinkedIn Hungary,Full-time,False,Hungary,2023-03-29 18:44:43,False,False,Hungary,,,
10914,538,Data Analyst,Research Data Analyst,"San Francisco, CA",via BeBee,Full-time,False,"California, United States",2023-09-29 17:01:03,False,False,United States,,,
10919,539,Senior Data Scientist,Senior Data Scientist - Enterprise Candidate Delivery,"Pueblo, CO",via Colorado Jobs - Tarta.ai,Full-time,False,"Texas, United States",2023-03-09 17:06:34,False,False,United States,,,
10929,540,Data Analyst,Data Analyst,"Porto, Portugal",via LinkedIn,Full-time,False,Portugal,2023-10-23 17:43:38,True,False,Portugal,,,
10974,541,Data Scientist,Data Scientist,"London, UK",via LinkedIn,Full-time,False,United Kingdom,2023-03-09 17:21:20,False,False,United Kingdom,,,
10985,210,Data Engineer,Principal Data Engineer,"Atlanta, GA",via The Muse,Full-time,False,"California, United States",2023-02-21 17:28:03,False,True,United States,,,
11007,543,Senior Data Engineer,"AVP, Senior Data Engineer","Cincinnati, OH",via Nexxt,Full-time,False,"Florida, United States",2023-05-14 17:09:28,False,False,United States,,,
11040,544,Data Analyst,Data Analyst,"Birmingham, UK",via WJHL Jobs,Full-time,False,United Kingdom,2023-04-19 17:22:09,True,False,United Kingdom,,,
11046,545,Data Engineer,Data Engineer with Azure,Anywhere,via ZipRecruiter,Full-time,True,"Illinois, United States",2023-08-04 17:08:19,True,False,United States,year,105000.0,
11088,546,Senior Data Engineer,Senior Data Engineers,"Sydney NSW, Australia",via Jobs Trabajo.org,Full-time,False,Australia,2023-01-21 17:35:49,True,False,Australia,,,
11090,547,Data Engineer,Data Engineer,"Buenos Aires, Argentina",via BeBee,Full-time,False,Argentina,2023-12-28 17:34:55,False,False,Argentina,,,
11122,548,Data Engineer,Sr Data Engineer,"Irving, TX",via LinkedIn,Full-time,False,Sudan,2023-07-21 18:02:42,False,False,Sudan,,,
11134,246,Data Scientist,Data Science Manager,"Zürich, Switzerland",via BeBee Schweiz,Full-time,False,Switzerland,2023-09-27 17:30:02,False,False,Switzerland,,,
11214,550,Data Analyst,Data Analyst - Assistant Vice President,"Jacksonville, FL",via Melga,Full-time,False,"Florida, United States",2023-02-18 17:02:01,True,True,United States,,,
11232,220,Data Scientist,Data Scientist - Staff Jobs,"White Sands Missile Range, NM",via Clearance Jobs,Contractor,False,Sudan,2023-02-16 18:00:59,False,False,Sudan,,,
11244,552,Business Analyst,Customer Relationship Management (CRM) Analyst,"Dhaka, Bangladesh",via HR Software For Growing Businesses | Freshteam,Full-time,False,Bangladesh,2023-05-06 18:08:29,False,False,Bangladesh,,,
11254,553,Data Engineer,Databricks Data Engineer/Architect (AWS),"Arlington, MA",via LinkedIn,Full-time,False,Sudan,2023-11-21 18:43:53,True,False,Sudan,,,
11262,554,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,"Florida, United States",2023-04-06 17:09:52,False,False,United States,,,
11279,418,Senior Data Scientist,Chief Research Analyst,Hong Kong,via BeBee 香港,Full-time,False,Hong Kong,2023-10-03 18:09:41,False,False,Hong Kong,,,
11283,556,Data Scientist,Assistant Teaching Professor of Data Science,"Columbia, SC",via BeBee,Full-time,False,Georgia,2023-10-18 17:44:49,False,True,United States,,,
11298,557,Data Engineer,Data and Analytics Engineer - Senior Associate,"Denver, CO",via LinkedIn,Full-time,False,"Illinois, United States",2023-07-12 17:08:43,False,False,United States,,,
11315,558,Data Engineer,Data Engineer (ETL Developer & System Administration...,"Houston, TX",via My Stateline Jobs,Full-time,False,Georgia,2023-06-16 18:04:36,False,False,United States,,,
11326,559,Data Scientist,Data Scientist Lead,"Plano, TX",via BeBee,Full-time,False,Sudan,2023-01-08 17:44:54,False,False,Sudan,,,
11358,560,Data Analyst,Data Analyst für Bauprojekte (w/m/d),"Erfurt, Germany",via LinkedIn,Full-time,False,Germany,2023-01-23 17:19:01,True,False,Germany,,,
11359,458,Senior Data Engineer,Senior Data Engineer,"Englewood, CO",via WDHN Jobs,Full-time,False,"California, United States",2023-04-01 17:06:18,False,False,United States,,,
11373,447,Data Engineer,"Data Engineer / Scientist - for New University Grads (Small, Fun...",Anywhere,via LinkedIn,Full-time,True,Sudan,2023-06-26 18:22:51,False,True,Sudan,,,
11419,563,Data Analyst,IT Data Analyst,"St. Louis, MO",via ZipRecruiter,Full-time,False,"Illinois, United States",2023-09-02 17:02:09,False,True,United States,,,
11427,564,Data Analyst,GIS Data Analyst,Anywhere,via LinkedIn,Contractor,True,"California, United States",2023-11-27 17:01:07,False,False,United States,,,
11431,557,Data Scientist,"Consultant, Data Science","Stuttgart, Germany",via BeBee,Full-time,False,Germany,2023-11-20 17:17:45,False,False,Germany,,,
11440,566,Data Scientist,AI Data Scientist,Thailand,via Trabajo.org,Full-time,False,Thailand,2023-01-24 17:19:24,False,False,Thailand,,,
11465,567,Data Analyst,Data Analyst for QA activity,Tunisia,via Emplois Trabajo.org,Full-time,False,Tunisia,2023-06-13 17:34:33,False,False,Tunisia,,,
11476,568,Business Analyst,BI Analyst,Argentina,via BeBee,Full-time,False,Argentina,2023-07-11 17:48:01,True,False,Argentina,,,
11477,569,Data Engineer,Data Engineer - Metaverse Project,"Sydney NSW, Australia",via LinkedIn,Full-time,False,Australia,2023-03-14 17:21:59,False,False,Australia,,,
11519,570,Data Engineer,Data Engineer III,"Seattle, WA",via LinkedIn,Full-time,False,"Illinois, United States",2023-11-09 17:08:19,False,True,United States,,,
11525,571,Data Analyst,Data Analyst,"Siena, Province of Siena, Italy",via BeBee,Full-time,False,Italy,2023-12-28 18:02:06,False,False,Italy,,,
11535,572,Senior Data Analyst,Senior Data Analyst,"Cajamarca, Peru",via BeBee Perú,Full-time,False,Peru,2023-12-12 17:29:47,True,False,Peru,,,
11538,569,Data Scientist,Data Scientist - Blockchain Intelligence,"Sydney NSW, Australia",via LinkedIn,Full-time,False,Australia,2023-11-07 17:36:44,False,False,Australia,,,
11543,574,Data Scientist,"Sr Insights Analyst, GTM",India,via SimplyHired,Full-time,False,India,2023-06-29 17:13:07,False,False,India,,,
11553,49,Data Scientist,Technology Enabled Analyst Jobs,United Kingdom,via Clearance Jobs,Contractor,False,United Kingdom,2023-02-18 17:17:29,True,False,United Kingdom,,,
11580,348,Data Engineer,Data Engineer: Business Intelligence,"Ahmedabad, Gujarat, India",via Indeed,Full-time,False,India,2023-01-30 17:12:24,True,False,India,,,
11590,577,Data Engineer,Data Engineer,"Pune, Maharashtra, India",via LinkedIn,Full-time,False,India,2023-06-23 17:54:30,False,False,India,,,
11596,578,Senior Data Scientist,Information Technology - Senior Data Sciences & Analytics Engineer...,Singapore,via Indeed,Full-time,False,Singapore,2023-02-06 17:42:22,False,False,Singapore,,,
11625,579,Data Analyst,Intelligence Analyst Consultant,"Prague, Czechia",via Trabajo.org,Full-time,False,Czechia,2023-01-04 17:49:14,True,False,Czechia,,,
11632,580,Data Analyst,Sachbearbeiter (w/m/d) Data Analyst Und Technisches Controlling,"Hanover, Germany",via WDHN Jobs,Full-time,False,Germany,2023-03-22 17:25:35,True,False,Germany,,,
11634,581,Data Engineer,DATA ENGINEER,"Salt Lake City, UT",via Dice,Full-time,False,Sudan,2023-07-03 17:39:07,False,False,Sudan,,,
11680,582,Data Scientist,Sr Data Scientist,"San Francisco, CA",via BeBee,Full-time,False,"California, United States",2023-02-02 17:03:56,False,True,United States,,,
11710,583,Data Engineer,Data Engineer,"Chicago, IL",via LinkedIn,Full-time,False,Sudan,2023-07-26 18:11:15,False,False,Sudan,,,
11719,584,Business Analyst,Business Intelligence Engineer - Mid/Senior/Lead,"London, UK",via LinkedIn,Full-time,False,United Kingdom,2023-01-26 17:18:34,False,False,United Kingdom,,,
11734,585,Business Analyst,HR Systems Analyst,"Katowice, Poland",via DAZN Careers,Full-time,False,Poland,2023-05-03 17:48:32,True,False,Poland,,,
11749,586,Data Analyst,Data Analyst (Finance & Accounting),"Bangkok, Thailand",via Jobtopgun.com,Full-time,False,Thailand,2023-01-22 17:16:29,False,False,Thailand,,,
11768,307,Data Engineer,"Data Engineering Manager, Data as a Service Center of Excellence...","Minneapolis, MN",via MyArklaMiss Jobs,Full-time,False,"Illinois, United States",2023-07-29 17:07:31,False,True,United States,,,
11831,588,Data Analyst,Data Analyst - Tableau/SQL,India,via Adzuna,Full-time,False,India,2023-01-19 17:51:17,True,False,India,,,
11843,328,Data Analyst,Jr. Data Analyst,"Salem, NJ",via Adzuna,Full-time,False,"New York, United States",2023-01-13 17:00:16,False,False,United States,,,
11853,590,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Georgia,2023-01-06 18:11:28,False,False,United States,,,
11870,168,Data Analyst,Data Analyst,"Lisbon, Portugal",via BeBee Portugal,Full-time,False,Portugal,2023-10-01 17:14:22,True,False,Portugal,,,
11895,113,Senior Data Engineer,Ingeniero de Datos Senior,Anywhere,via LinkedIn,Full-time,True,Argentina,2023-11-22 17:15:17,False,False,Argentina,,,
11925,593,Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,True,"Texas, United States",2023-05-30 17:08:02,False,True,United States,,,
11936,49,Data Engineer,Data Engineer,"Arlington, VA",via Snagajob,Full-time,False,Sudan,2023-05-07 18:14:20,False,True,Sudan,,,
11984,595,Business Analyst,Reporting Analyst,Riyadh Saudi Arabia,via BeBee,Full-time,False,Saudi Arabia,2023-04-22 17:12:22,False,False,Saudi Arabia,,,
11990,596,Data Engineer,Data Platform Engineer,Italy,via BeBee,Full-time,False,Italy,2023-07-14 17:15:00,True,False,Italy,,,
11996,143,Data Scientist,Cleared Data Scientist - C1 Jobs,"Washington, DC",via Clearance Jobs,Full-time,False,Georgia,2023-07-27 17:55:55,False,True,United States,,,
12000,598,Data Engineer,Data Engineer Jobs,"Reston, VA",via Clearance Jobs,Full-time,False,"Illinois, United States",2023-06-24 17:12:50,False,False,United States,,,
12002,62,Data Engineer,Data Engineer,"New York, NY",via Snagajob,Full-time and Part-time,False,Georgia,2023-10-02 18:05:20,False,False,United States,hour,,54.42000198364258
12010,241,Data Analyst,Data Engineer/Data Analyst,"Sunnyvale, CA",via Nexxt,Full-time,False,"Florida, United States",2023-04-06 17:09:58,True,False,United States,,,
12014,601,Data Engineer,Data Engineer.,"Dublin, Ireland",via Trabajo.org,Full-time,False,Ireland,2023-03-07 18:08:28,False,False,Ireland,,,
12034,602,Software Engineer,Junior software engineer C++,"St Petersburg, Russia",via Adzuna,Full-time,False,Russia,2023-07-03 17:18:43,False,False,Russia,,,
12039,295,Software Engineer,"Software Engineer, Test Infrastructure","Dublin, Ireland",via BeBee Ireland,Full-time,False,Ireland,2023-10-10 17:33:21,True,False,Ireland,,,
12044,386,Data Scientist,Lead Data Scientist,"London, UK",via LinkedIn,Full-time,False,United Kingdom,2023-07-10 17:36:15,False,False,United Kingdom,,,
12052,605,Data Scientist,Consulting - BO - OT- Digital Government - Consultant - Data Scientist,"New Delhi, Delhi, India",via SimplyHired,Full-time,False,India,2023-09-22 17:15:29,False,False,India,,,
